CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
"Aberdeen, SD",Brown County,South Dakota,46,013,Central
"Aberdeen, SD",Edmunds County,South Dakota,46,045,Outlying
"Aberdeen, WA",Grays Harbor County,Washington,53,027,Central
"Abilene, TX",Callahan County,Texas,48,059,Outlying
"Abilene, TX",Jones County,Texas,48,253,Outlying
"Abilene, TX",Taylor County,Texas,48,441,Central
"Ada, OK",Pontotoc County,Oklahoma,40,123,Central
"Adrian, MI",Lenawee County,Michigan,26,091,Central
"Aguadilla-Isabela, PR",Aguada Municipio,Puerto Rico,72,003,Central
"Aguadilla-Isabela, PR",Aguadilla Municipio,Puerto Rico,72,005,Central
"Aguadilla-Isabela, PR",Añasco Municipio,Puerto Rico,72,011,Central
"Aguadilla-Isabela, PR",Isabela Municipio,Puerto Rico,72,071,Central
"Aguadilla-Isabela, PR",Lares Municipio,Puerto Rico,72,081,Central
"Aguadilla-Isabela, PR",Moca Municipio,Puerto Rico,72,099,Central
"Aguadilla-Isabela, PR",Rincón Municipio,Puerto Rico,72,117,Central
"Aguadilla-Isabela, PR",San Sebastián Municipio,Puerto Rico,72,131,Central
"Aguadilla-Isabela, PR",Utuado Municipio,Puerto Rico,72,141,Central
"Akron, OH",Portage County,Ohio,39,133,Central
"Akron, OH",Summit County,Ohio,39,153,Central
"Alamogordo, NM",Otero County,New Mexico,35,035,Central
"Albany, GA",Dougherty County,Georgia,13,095,Central
"Albany, GA",Lee County,Georgia,13,177,Central
"Albany, GA",Terrell County,Georgia,13,273,Outlying
"Albany, GA",Worth County,Georgia,13,321,Outlying
"Albany-Lebanon, OR",Linn County,Oregon,41,043,Central
"Albany-Schenectady-Troy, NY",Albany County,New York,36,001,Central
"Albany-Schenectady-Troy, NY",Rensselaer County,New York,36,083,Central
"Albany-Schenectady-Troy, NY",Saratoga County,New York,36,091,Central
"Albany-Schenectady-Troy, NY",Schenectady County,New York,36,093,Central
"Albany-Schenectady-Troy, NY",Schoharie County,New York,36,095,Outlying
"Albemarle, NC",Stanly County,North Carolina,37,167,Central
"Albert Lea, MN",Freeborn County,Minnesota,27,047,Central
"Albertville, AL",Marshall County,Alabama,01,095,Central
"Albuquerque, NM",Bernalillo County,New Mexico,35,001,Central
"Albuquerque, NM",Sandoval County,New Mexico,35,043,Central
"Albuquerque, NM",Torrance County,New Mexico,35,057,Outlying
"Albuquerque, NM",Valencia County,New Mexico,35,061,Outlying
"Alexander City, AL",Coosa County,Alabama,01,037,Outlying
"Alexander City, AL",Tallapoosa County,Alabama,01,123,Central
"Alexandria, LA",Grant Parish,Louisiana,22,043,Outlying
"Alexandria, LA",Rapides Parish,Louisiana,22,079,Central
"Alexandria, MN",Douglas County,Minnesota,27,041,Central
"Alice, TX",Duval County,Texas,48,131,Outlying
"Alice, TX",Jim Wells County,Texas,48,249,Central
"Allentown-Bethlehem-Easton, PA-NJ",Warren County,New Jersey,34,041,Central
"Allentown-Bethlehem-Easton, PA-NJ",Carbon County,Pennsylvania,42,025,Central
"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,Pennsylvania,42,077,Central
"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,Pennsylvania,42,095,Central
"Alma, MI",Gratiot County,Michigan,26,057,Central
"Alpena, MI",Alpena County,Michigan,26,007,Central
"Altoona, PA",Blair County,Pennsylvania,42,013,Central
"Altus, OK",Jackson County,Oklahoma,40,065,Central
"Amarillo, TX",Armstrong County,Texas,48,011,Outlying
"Amarillo, TX",Carson County,Texas,48,065,Outlying
"Amarillo, TX",Oldham County,Texas,48,359,Outlying
"Amarillo, TX",Potter County,Texas,48,375,Central
"Amarillo, TX",Randall County,Texas,48,381,Central
"Americus, GA",Schley County,Georgia,13,249,Outlying
"Americus, GA",Sumter County,Georgia,13,261,Central
"Ames, IA",Boone County,Iowa,19,015,Outlying
"Ames, IA",Story County,Iowa,19,169,Central
"Amsterdam, NY",Montgomery County,New York,36,057,Central
"Anchorage, AK",Anchorage Municipality,Alaska,02,020,Central
"Anchorage, AK",Matanuska-Susitna Borough,Alaska,02,170,Outlying
"Andrews, TX",Andrews County,Texas,48,003,Central
"Angola, IN",Steuben County,Indiana,18,151,Central
"Ann Arbor, MI",Washtenaw County,Michigan,26,161,Central
"Anniston-Oxford, AL",Calhoun County,Alabama,01,015,Central
"Appleton, WI",Calumet County,Wisconsin,55,015,Central
"Appleton, WI",Outagamie County,Wisconsin,55,087,Central
"Arcadia, FL",DeSoto County,Florida,12,027,Central
"Ardmore, OK",Carter County,Oklahoma,40,019,Central
"Ardmore, OK",Love County,Oklahoma,40,085,Outlying
"Arecibo, PR",Arecibo Municipio,Puerto Rico,72,013,Central
"Arecibo, PR",Camuy Municipio,Puerto Rico,72,027,Central
"Arecibo, PR",Hatillo Municipio,Puerto Rico,72,065,Central
"Arecibo, PR",Quebradillas Municipio,Puerto Rico,72,115,Central
"Arkadelphia, AR",Clark County,Arkansas,05,019,Central
"Asheville, NC",Buncombe County,North Carolina,37,021,Central
"Asheville, NC",Haywood County,North Carolina,37,087,Central
"Asheville, NC",Henderson County,North Carolina,37,089,Central
"Asheville, NC",Madison County,North Carolina,37,115,Outlying
"Ashland, OH",Ashland County,Ohio,39,005,Central
"Ashtabula, OH",Ashtabula County,Ohio,39,007,Central
"Astoria, OR",Clatsop County,Oregon,41,007,Central
"Atchison, KS",Atchison County,Kansas,20,005,Central
"Athens, OH",Athens County,Ohio,39,009,Central
"Athens, TN",McMinn County,Tennessee,47,107,Central
"Athens, TX",Henderson County,Texas,48,213,Central
"Athens-Clarke County, GA",Clarke County,Georgia,13,059,Central
"Athens-Clarke County, GA",Madison County,Georgia,13,195,Outlying
"Athens-Clarke County, GA",Oconee County,Georgia,13,219,Central
"Athens-Clarke County, GA",Oglethorpe County,Georgia,13,221,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,Georgia,13,013,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,Georgia,13,015,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Butts County,Georgia,13,035,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,Georgia,13,045,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,Georgia,13,057,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,Georgia,13,063,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,Georgia,13,067,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County,Georgia,13,077,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Dawson County,Georgia,13,085,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",DeKalb County,Georgia,13,089,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,Georgia,13,097,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County,Georgia,13,113,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,Georgia,13,117,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,Georgia,13,121,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,Georgia,13,135,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Haralson County,Georgia,13,143,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Heard County,Georgia,13,149,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,Georgia,13,151,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Jasper County,Georgia,13,159,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Lamar County,Georgia,13,171,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Meriwether County,Georgia,13,199,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Morgan County,Georgia,13,211,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Newton County,Georgia,13,217,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Paulding County,Georgia,13,223,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Pickens County,Georgia,13,227,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Pike County,Georgia,13,231,Outlying
"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,Georgia,13,247,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Spalding County,Georgia,13,255,Central
"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,Georgia,13,297,Central
"Atlantic City-Hammonton, NJ",Atlantic County,New Jersey,34,001,Central
"Atmore, AL",Escambia County,Alabama,01,053,Central
"Auburn, IN",DeKalb County,Indiana,18,033,Central
"Auburn, NY",Cayuga County,New York,36,011,Central
"Auburn-Opelika, AL",Lee County,Alabama,01,081,Central
"Augusta-Richmond County, GA-SC",Burke County,Georgia,13,033,Outlying
"Augusta-Richmond County, GA-SC",Columbia County,Georgia,13,073,Central
"Augusta-Richmond County, GA-SC",Lincoln County,Georgia,13,181,Outlying
"Augusta-Richmond County, GA-SC",McDuffie County,Georgia,13,189,Outlying
"Augusta-Richmond County, GA-SC",Richmond County,Georgia,13,245,Central
"Augusta-Richmond County, GA-SC",Aiken County,South Carolina,45,003,Central
"Augusta-Richmond County, GA-SC",Edgefield County,South Carolina,45,037,Outlying
"Augusta-Waterville, ME",Kennebec County,Maine,23,011,Central
"Austin, MN",Mower County,Minnesota,27,099,Central
"Austin-Round Rock-Georgetown, TX",Bastrop County,Texas,48,021,Outlying
"Austin-Round Rock-Georgetown, TX",Caldwell County,Texas,48,055,Outlying
"Austin-Round Rock-Georgetown, TX",Hays County,Texas,48,209,Central
"Austin-Round Rock-Georgetown, TX",Travis County,Texas,48,453,Central
"Austin-Round Rock-Georgetown, TX",Williamson County,Texas,48,491,Central
"Bainbridge, GA",Decatur County,Georgia,13,087,Central
"Bakersfield, CA",Kern County,California,06,029,Central
"Baltimore-Columbia-Towson, MD",Anne Arundel County,Maryland,24,003,Central
"Baltimore-Columbia-Towson, MD",Baltimore County,Maryland,24,005,Central
"Baltimore-Columbia-Towson, MD",Carroll County,Maryland,24,013,Outlying
"Baltimore-Columbia-Towson, MD",Harford County,Maryland,24,025,Outlying
"Baltimore-Columbia-Towson, MD",Howard County,Maryland,24,027,Central
"Baltimore-Columbia-Towson, MD",Queen Anne's County,Maryland,24,035,Central
"Baltimore-Columbia-Towson, MD",Baltimore city,Maryland,24,510,Central
"Bangor, ME",Penobscot County,Maine,23,019,Central
"Baraboo, WI",Sauk County,Wisconsin,55,111,Central
"Bardstown, KY",Nelson County,Kentucky,21,179,Central
"Barnstable Town, MA",Barnstable County,Massachusetts,25,001,Central
"Barre, VT",Washington County,Vermont,50,023,Central
"Bartlesville, OK",Washington County,Oklahoma,40,147,Central
"Batavia, NY",Genesee County,New York,36,037,Central
"Batesville, AR",Independence County,Arkansas,05,063,Central
"Batesville, AR",Sharp County,Arkansas,05,135,Outlying
"Baton Rouge, LA",Ascension Parish,Louisiana,22,005,Central
"Baton Rouge, LA",Assumption Parish,Louisiana,22,007,Outlying
"Baton Rouge, LA",East Baton Rouge Parish,Louisiana,22,033,Central
"Baton Rouge, LA",East Feliciana Parish,Louisiana,22,037,Outlying
"Baton Rouge, LA",Iberville Parish,Louisiana,22,047,Central
"Baton Rouge, LA",Livingston Parish,Louisiana,22,063,Central
"Baton Rouge, LA",Pointe Coupee Parish,Louisiana,22,077,Outlying
"Baton Rouge, LA",St. Helena Parish,Louisiana,22,091,Outlying
"Baton Rouge, LA",West Baton Rouge Parish,Louisiana,22,121,Central
"Baton Rouge, LA",West Feliciana Parish,Louisiana,22,125,Outlying
"Battle Creek, MI",Calhoun County,Michigan,26,025,Central
"Bay City, MI",Bay County,Michigan,26,017,Central
"Bay City, TX",Matagorda County,Texas,48,321,Central
"Beatrice, NE",Gage County,Nebraska,31,067,Central
"Beaumont-Port Arthur, TX",Hardin County,Texas,48,199,Outlying
"Beaumont-Port Arthur, TX",Jefferson County,Texas,48,245,Central
"Beaumont-Port Arthur, TX",Orange County,Texas,48,361,Central
"Beaver Dam, WI",Dodge County,Wisconsin,55,027,Central
"Beckley, WV",Fayette County,West Virginia,54,019,Central
"Beckley, WV",Raleigh County,West Virginia,54,081,Central
"Bedford, IN",Lawrence County,Indiana,18,093,Central
"Beeville, TX",Bee County,Texas,48,025,Central
"Bellefontaine, OH",Logan County,Ohio,39,091,Central
"Bellingham, WA",Whatcom County,Washington,53,073,Central
"Bemidji, MN",Beltrami County,Minnesota,27,007,Central
"Bend, OR",Deschutes County,Oregon,41,017,Central
"Bennettsville, SC",Marlboro County,South Carolina,45,069,Central
"Bennington, VT",Bennington County,Vermont,50,003,Central
"Berlin, NH",Coos County,New Hampshire,33,007,Central
"Big Rapids, MI",Mecosta County,Michigan,26,107,Central
"Big Spring, TX",Howard County,Texas,48,227,Central
"Big Stone Gap, VA",Wise County,Virginia,51,195,Central
"Big Stone Gap, VA",Norton city,Virginia,51,720,Central
"Billings, MT",Carbon County,Montana,30,009,Outlying
"Billings, MT",Stillwater County,Montana,30,095,Outlying
"Billings, MT",Yellowstone County,Montana,30,111,Central
"Binghamton, NY",Broome County,New York,36,007,Central
"Binghamton, NY",Tioga County,New York,36,107,Central
"Birmingham-Hoover, AL",Bibb County,Alabama,01,007,Outlying
"Birmingham-Hoover, AL",Blount County,Alabama,01,009,Outlying
"Birmingham-Hoover, AL",Chilton County,Alabama,01,021,Outlying
"Birmingham-Hoover, AL",Jefferson County,Alabama,01,073,Central
"Birmingham-Hoover, AL",St. Clair County,Alabama,01,115,Outlying
"Birmingham-Hoover, AL",Shelby County,Alabama,01,117,Central
"Bismarck, ND",Burleigh County,North Dakota,38,015,Central
"Bismarck, ND",Morton County,North Dakota,38,059,Central
"Bismarck, ND",Oliver County,North Dakota,38,065,Outlying
"Blackfoot, ID",Bingham County,Idaho,16,011,Central
"Blacksburg-Christiansburg, VA",Giles County,Virginia,51,071,Outlying
"Blacksburg-Christiansburg, VA",Montgomery County,Virginia,51,121,Central
"Blacksburg-Christiansburg, VA",Pulaski County,Virginia,51,155,Outlying
"Blacksburg-Christiansburg, VA",Radford city,Virginia,51,750,Central
"Bloomington, IL",McLean County,Illinois,17,113,Central
"Bloomington, IN",Monroe County,Indiana,18,105,Central
"Bloomington, IN",Owen County,Indiana,18,119,Outlying
"Bloomsburg-Berwick, PA",Columbia County,Pennsylvania,42,037,Central
"Bloomsburg-Berwick, PA",Montour County,Pennsylvania,42,093,Central
"Bluefield, WV-VA",Bland County,Virginia,51,021,Outlying
"Bluefield, WV-VA",Tazewell County,Virginia,51,185,Central
"Bluefield, WV-VA",Mercer County,West Virginia,54,055,Central
"Bluffton, IN",Wells County,Indiana,18,179,Central
"Blytheville, AR",Mississippi County,Arkansas,05,093,Central
"Bogalusa, LA",Washington Parish,Louisiana,22,117,Central
"Boise City, ID",Ada County,Idaho,16,001,Central
"Boise City, ID",Boise County,Idaho,16,015,Outlying
"Boise City, ID",Canyon County,Idaho,16,027,Outlying
"Boise City, ID",Gem County,Idaho,16,045,Outlying
"Boise City, ID",Owyhee County,Idaho,16,073,Outlying
"Bonham, TX",Fannin County,Texas,48,147,Central
"Boone, NC",Watauga County,North Carolina,37,189,Central
"Borger, TX",Hutchinson County,Texas,48,233,Central
"Boston-Cambridge-Newton, MA-NH",Norfolk County,Massachusetts,25,021,Central
"Boston-Cambridge-Newton, MA-NH",Plymouth County,Massachusetts,25,023,Central
"Boston-Cambridge-Newton, MA-NH",Suffolk County,Massachusetts,25,025,Central
"Boston-Cambridge-Newton, MA-NH",Essex County,Massachusetts,25,009,Central
"Boston-Cambridge-Newton, MA-NH",Middlesex County,Massachusetts,25,017,Central
"Boston-Cambridge-Newton, MA-NH",Rockingham County,New Hampshire,33,015,Central
"Boston-Cambridge-Newton, MA-NH",Strafford County,New Hampshire,33,017,Outlying
"Boulder, CO",Boulder County,Colorado,08,013,Central
"Bowling Green, KY",Allen County,Kentucky,21,003,Outlying
"Bowling Green, KY",Butler County,Kentucky,21,031,Outlying
"Bowling Green, KY",Edmonson County,Kentucky,21,061,Outlying
"Bowling Green, KY",Warren County,Kentucky,21,227,Central
"Bozeman, MT",Gallatin County,Montana,30,031,Central
"Bradford, PA",McKean County,Pennsylvania,42,083,Central
"Brainerd, MN",Cass County,Minnesota,27,021,Outlying
"Brainerd, MN",Crow Wing County,Minnesota,27,035,Central
"Branson, MO",Taney County,Missouri,29,213,Central
"Breckenridge, CO",Summit County,Colorado,08,117,Central
"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,Washington,53,035,Central
"Brenham, TX",Washington County,Texas,48,477,Central
"Brevard, NC",Transylvania County,North Carolina,37,175,Central
"Bridgeport-Stamford-Norwalk, CT",Fairfield County,Connecticut,09,001,Central
"Brookhaven, MS",Lincoln County,Mississippi,28,085,Central
"Brookings, OR",Curry County,Oregon,41,015,Central
"Brookings, SD",Brookings County,South Dakota,46,011,Central
"Brownsville, TN",Haywood County,Tennessee,47,075,Central
"Brownsville-Harlingen, TX",Cameron County,Texas,48,061,Central
"Brownwood, TX",Brown County,Texas,48,049,Central
"Brunswick, GA",Brantley County,Georgia,13,025,Outlying
"Brunswick, GA",Glynn County,Georgia,13,127,Central
"Brunswick, GA",McIntosh County,Georgia,13,191,Outlying
"Bucyrus-Galion, OH",Crawford County,Ohio,39,033,Central
"Buffalo-Cheektowaga, NY",Erie County,New York,36,029,Central
"Buffalo-Cheektowaga, NY",Niagara County,New York,36,063,Central
"Burley, ID",Cassia County,Idaho,16,031,Central
"Burley, ID",Minidoka County,Idaho,16,067,Outlying
"Burlington, IA-IL",Henderson County,Illinois,17,071,Outlying
"Burlington, IA-IL",Des Moines County,Iowa,19,057,Central
"Burlington, NC",Alamance County,North Carolina,37,001,Central
"Burlington-South Burlington, VT",Chittenden County,Vermont,50,007,Central
"Burlington-South Burlington, VT",Franklin County,Vermont,50,011,Outlying
"Burlington-South Burlington, VT",Grand Isle County,Vermont,50,013,Outlying
"Butte-Silver Bow, MT",Silver Bow County,Montana,30,093,Central
"Cadillac, MI",Missaukee County,Michigan,26,113,Outlying
"Cadillac, MI",Wexford County,Michigan,26,165,Central
"Calhoun, GA",Gordon County,Georgia,13,129,Central
"California-Lexington Park, MD",St. Mary's County,Maryland,24,037,Central
"Cambridge, MD",Dorchester County,Maryland,24,019,Central
"Cambridge, OH",Guernsey County,Ohio,39,059,Central
"Camden, AR",Calhoun County,Arkansas,05,013,Outlying
"Camden, AR",Ouachita County,Arkansas,05,103,Central
"Campbellsville, KY",Green County,Kentucky,21,087,Outlying
"Campbellsville, KY",Taylor County,Kentucky,21,217,Central
"Cañon City, CO",Fremont County,Colorado,08,043,Central
"Canton-Massillon, OH",Carroll County,Ohio,39,019,Outlying
"Canton-Massillon, OH",Stark County,Ohio,39,151,Central
"Cape Coral-Fort Myers, FL",Lee County,Florida,12,071,Central
"Cape Girardeau, MO-IL",Alexander County,Illinois,17,003,Outlying
"Cape Girardeau, MO-IL",Bollinger County,Missouri,29,017,Outlying
"Cape Girardeau, MO-IL",Cape Girardeau County,Missouri,29,031,Central
"Carbondale-Marion, IL",Jackson County,Illinois,17,077,Central
"Carbondale-Marion, IL",Johnson County,Illinois,17,087,Outlying
"Carbondale-Marion, IL",Williamson County,Illinois,17,199,Central
"Carlsbad-Artesia, NM",Eddy County,New Mexico,35,015,Central
"Carroll, IA",Carroll County,Iowa,19,027,Central
"Carson City, NV",Carson City,Nevada,32,510,Central
"Casper, WY",Natrona County,Wyoming,56,025,Central
"Cedar City, UT",Iron County,Utah,49,021,Central
"Cedar Rapids, IA",Benton County,Iowa,19,011,Outlying
"Cedar Rapids, IA",Jones County,Iowa,19,105,Outlying
"Cedar Rapids, IA",Linn County,Iowa,19,113,Central
"Cedartown, GA",Polk County,Georgia,13,233,Central
"Celina, OH",Mercer County,Ohio,39,107,Central
"Central City, KY",Muhlenberg County,Kentucky,21,177,Central
"Centralia, IL",Marion County,Illinois,17,121,Central
"Centralia, WA",Lewis County,Washington,53,041,Central
"Chambersburg-Waynesboro, PA",Franklin County,Pennsylvania,42,055,Central
"Champaign-Urbana, IL",Champaign County,Illinois,17,019,Central
"Champaign-Urbana, IL",Piatt County,Illinois,17,147,Outlying
"Charleston, WV",Boone County,West Virginia,54,005,Outlying
"Charleston, WV",Clay County,West Virginia,54,015,Outlying
"Charleston, WV",Jackson County,West Virginia,54,035,Outlying
"Charleston, WV",Kanawha County,West Virginia,54,039,Central
"Charleston, WV",Lincoln County,West Virginia,54,043,Outlying
"Charleston-Mattoon, IL",Coles County,Illinois,17,029,Central
"Charleston-Mattoon, IL",Cumberland County,Illinois,17,035,Outlying
"Charleston-North Charleston, SC",Berkeley County,South Carolina,45,015,Central
"Charleston-North Charleston, SC",Charleston County,South Carolina,45,019,Central
"Charleston-North Charleston, SC",Dorchester County,South Carolina,45,035,Central
"Charlotte-Concord-Gastonia, NC-SC",Anson County,North Carolina,37,007,Outlying
"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,North Carolina,37,025,Outlying
"Charlotte-Concord-Gastonia, NC-SC",Gaston County,North Carolina,37,071,Outlying
"Charlotte-Concord-Gastonia, NC-SC",Iredell County,North Carolina,37,097,Central
"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,North Carolina,37,109,Outlying
"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,North Carolina,37,119,Central
"Charlotte-Concord-Gastonia, NC-SC",Rowan County,North Carolina,37,159,Outlying
"Charlotte-Concord-Gastonia, NC-SC",Union County,North Carolina,37,179,Central
"Charlotte-Concord-Gastonia, NC-SC",Chester County,South Carolina,45,023,Outlying
"Charlotte-Concord-Gastonia, NC-SC",Lancaster County,South Carolina,45,057,Outlying
"Charlotte-Concord-Gastonia, NC-SC",York County,South Carolina,45,091,Outlying
"Charlottesville, VA",Albemarle County,Virginia,51,003,Central
"Charlottesville, VA",Fluvanna County,Virginia,51,065,Outlying
"Charlottesville, VA",Greene County,Virginia,51,079,Outlying
"Charlottesville, VA",Nelson County,Virginia,51,125,Outlying
"Charlottesville, VA",Charlottesville city,Virginia,51,540,Central
"Chattanooga, TN-GA",Catoosa County,Georgia,13,047,Central
"Chattanooga, TN-GA",Dade County,Georgia,13,083,Outlying
"Chattanooga, TN-GA",Walker County,Georgia,13,295,Central
"Chattanooga, TN-GA",Hamilton County,Tennessee,47,065,Central
"Chattanooga, TN-GA",Marion County,Tennessee,47,115,Outlying
"Chattanooga, TN-GA",Sequatchie County,Tennessee,47,153,Outlying
"Cheyenne, WY",Laramie County,Wyoming,56,021,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,Illinois,17,031,Central
"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,Illinois,17,043,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Grundy County,Illinois,17,063,Outlying
"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,Illinois,17,111,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Will County,Illinois,17,197,Central
"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,Illinois,17,037,Outlying
"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,Illinois,17,089,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Kendall County,Illinois,17,093,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Jasper County,Indiana,18,073,Outlying
"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Indiana,18,089,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Newton County,Indiana,18,111,Outlying
"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,Indiana,18,127,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Illinois,17,097,Central
"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,Wisconsin,55,059,Outlying
"Chico, CA",Butte County,California,06,007,Central
"Chillicothe, OH",Ross County,Ohio,39,141,Central
"Cincinnati, OH-KY-IN",Dearborn County,Indiana,18,029,Outlying
"Cincinnati, OH-KY-IN",Franklin County,Indiana,18,047,Outlying
"Cincinnati, OH-KY-IN",Ohio County,Indiana,18,115,Outlying
"Cincinnati, OH-KY-IN",Union County,Indiana,18,161,Outlying
"Cincinnati, OH-KY-IN",Boone County,Kentucky,21,015,Central
"Cincinnati, OH-KY-IN",Bracken County,Kentucky,21,023,Outlying
"Cincinnati, OH-KY-IN",Campbell County,Kentucky,21,037,Central
"Cincinnati, OH-KY-IN",Gallatin County,Kentucky,21,077,Outlying
"Cincinnati, OH-KY-IN",Grant County,Kentucky,21,081,Outlying
"Cincinnati, OH-KY-IN",Kenton County,Kentucky,21,117,Central
"Cincinnati, OH-KY-IN",Pendleton County,Kentucky,21,191,Outlying
"Cincinnati, OH-KY-IN",Brown County,Ohio,39,015,Outlying
"Cincinnati, OH-KY-IN",Butler County,Ohio,39,017,Central
"Cincinnati, OH-KY-IN",Clermont County,Ohio,39,025,Central
"Cincinnati, OH-KY-IN",Hamilton County,Ohio,39,061,Central
"Cincinnati, OH-KY-IN",Warren County,Ohio,39,165,Central
"Clarksburg, WV",Doddridge County,West Virginia,54,017,Outlying
"Clarksburg, WV",Harrison County,West Virginia,54,033,Central
"Clarksburg, WV",Taylor County,West Virginia,54,091,Outlying
"Clarksdale, MS",Coahoma County,Mississippi,28,027,Central
"Clarksville, TN-KY",Christian County,Kentucky,21,047,Outlying
"Clarksville, TN-KY",Trigg County,Kentucky,21,221,Outlying
"Clarksville, TN-KY",Montgomery County,Tennessee,47,125,Central
"Clarksville, TN-KY",Stewart County,Tennessee,47,161,Outlying
"Clearlake, CA",Lake County,California,06,033,Central
"Cleveland, MS",Bolivar County,Mississippi,28,011,Central
"Cleveland, TN",Bradley County,Tennessee,47,011,Central
"Cleveland, TN",Polk County,Tennessee,47,139,Outlying
"Cleveland-Elyria, OH",Cuyahoga County,Ohio,39,035,Central
"Cleveland-Elyria, OH",Geauga County,Ohio,39,055,Central
"Cleveland-Elyria, OH",Lake County,Ohio,39,085,Central
"Cleveland-Elyria, OH",Lorain County,Ohio,39,093,Outlying
"Cleveland-Elyria, OH",Medina County,Ohio,39,103,Central
"Clewiston, FL",Hendry County,Florida,12,051,Central
"Clinton, IA",Clinton County,Iowa,19,045,Central
"Clovis, NM",Curry County,New Mexico,35,009,Central
"Coamo, PR",Coamo Municipio,Puerto Rico,72,043,Central
"Coco, PR",Salinas Municipio,Puerto Rico,72,123,Central
"Coeur d'Alene, ID",Kootenai County,Idaho,16,055,Central
"Coffeyville, KS",Montgomery County,Kansas,20,125,Central
"Coldwater, MI",Branch County,Michigan,26,023,Central
"College Station-Bryan, TX",Brazos County,Texas,48,041,Central
"College Station-Bryan, TX",Burleson County,Texas,48,051,Outlying
"College Station-Bryan, TX",Robertson County,Texas,48,395,Outlying
"Colorado Springs, CO",El Paso County,Colorado,08,041,Central
"Colorado Springs, CO",Teller County,Colorado,08,119,Outlying
"Columbia, MO",Boone County,Missouri,29,019,Central
"Columbia, MO",Cooper County,Missouri,29,053,Outlying
"Columbia, MO",Howard County,Missouri,29,089,Outlying
"Columbia, SC",Calhoun County,South Carolina,45,017,Outlying
"Columbia, SC",Fairfield County,South Carolina,45,039,Outlying
"Columbia, SC",Kershaw County,South Carolina,45,055,Outlying
"Columbia, SC",Lexington County,South Carolina,45,063,Central
"Columbia, SC",Richland County,South Carolina,45,079,Central
"Columbia, SC",Saluda County,South Carolina,45,081,Outlying
"Columbus, GA-AL",Russell County,Alabama,01,113,Central
"Columbus, GA-AL",Chattahoochee County,Georgia,13,053,Central
"Columbus, GA-AL",Harris County,Georgia,13,145,Outlying
"Columbus, GA-AL",Marion County,Georgia,13,197,Outlying
"Columbus, GA-AL",Muscogee County,Georgia,13,215,Central
"Columbus, GA-AL",Stewart County,Georgia,13,259,Outlying
